"CO2","volcanic","solar"
278.627,0.0107988166622072,1365.14811
278.608,0.0333859560455538,1365.13604252173
278.593,0.0222409789786518,1365.12496947638
278.572,0.0107858924777972,1365.1150275748
278.558,0.00651776877450802,1365.10635352781
278.544,0.00505557958336833,1365.09908404629
278.522,0.00456189278004501,1365.09335584105
278.498,0.00439578276461005,1365.08930562296
278.473,0.168150189262271,1365.08707010286
278.455,0.119628486379231,1365.08678599159
278.426,0.0458003393375932,1365.08859
278.396,0.0183682713940638,1365.09256384588
278.369,0.00903824419303639,1365.09856927481
278.351,0.00589953081853489,1365.10641303933
278.313,0.00484506688295196,1365.11590189197
278.287,0.00449086402201183,1365.12684258525
278.268,0.0043718850111182,1365.13904187171
278.251,0.0043319186436535,1365.15230650389
278.232,0.00431849358147192,1365.16644323431
278.226,0.00431398406528249,1365.1812588155
278.22,0.00431246915544592,1365.19656
278.19,0.00431196009204031,1365.21215107475
278.18,0.00431178903085794,1365.22782646437
278.151,0.00431173157215788,1365.24337812788
278.137,0.00431171237389896,1365.25859802432
278.119,0.00431170578264544,1365.27327811271
278.102,0.00431170376895238,1365.28721035209
278.083,0.0157401121342665,1365.30018670148
278.051,0.0116221994345316,1365.3119991199
278.026,0.00695934808473473,1365.3224395664
278.01,0.00521438139877092,1365.3313
277.985,0.0504612054984543,1365.33844802511
277.971,0.0314506398827279,1365.34405382771
277.949,0.0138556511748225,1365.34836323914
277.925,0.00757276104291689,1365.35162209075
277.897,0.00541126577824264,1365.3540762139
277.883,0.00468146039878737,1365.35597143993
277.865,0.0119391293654559,1365.35755360021
277.845,0.0099793675715407,1365.35906852608
277.816,0.00632744409379366,1365.36076204889
277.8,0.00499016858237758,1365.36288
277.777,0.0045391809794862,1365.36562930479
277.759,0.0346674263251337,1365.3690612648
277.738,0.0237063777093331,1365.37318827557
277.713,0.026415987629507,1365.37802273269
277.693,0.0163530646907204,1365.3835770317
277.674,0.00861303604776749,1365.38986356818
277.644,0.00577447822518547,1365.39689473769
277.629,0.00480469722759228,1365.40468293578
277.611,0.00447748613033124,1365.41324055803
277.59,0.00436741363125436,1365.42258
277.561,0.0043304193607113,1365.43268445572
277.533,0.00431799018359276,1365.44342031311
277.517,0.0043138145885499,1365.45462475857
277.496,0.00431241221216196,1365.4661349785
277.485,0.004311941146224,1365.47778815929
277.48,0.00431178264587036,1365.48942148734
277.464,0.00431172941808632,1365.50087214904
277.459,0.00431171164696347,1365.51197733078
277.449,0.00431170575397665,1365.52257421897
277.444,0.00431170376895238,1365.5325
277.427,0.00431170291862187,1365.54163082234
277.401,0.00641625195535043,1365.54999868276
277.378,0.00588970570972607,1365.55767454014
277.37,0.00487316091120701,1365.5647293533
277.353,0.00450068329423579,1365.57123408113
277.348,0.0043750642360188,1365.57725968246
277.331,0.0213523591113556,1365.58287711616
277.311,0.0170800748141081,1365.58815734108
277.299,0.00885458135162282,1365.59317131608
277.277,0.00584078225134751,1365.59799
277.264,0.00482437181960518,1365.60268301493
277.258,0.00448372564432958,1365.60731463583
277.239,0.00436945959074606,1365.61194780089
277.235,0.00433110000673115,1365.61664544828
277.217,0.00431821821816475,1365.62147051619
277.206,0.0329438222157343,1365.62648594281
277.192,0.0226263613010002,1365.63175466631
277.186,0.0109447077360546,1365.63733962489
277.172,0.00657313374358894,1365.64330375673
277.158,0.00507435829820712,1365.64971
277.141,0.00456822046438441,1365.65657281794
277.137,0.00439791086452035,1365.66371277391
277.122,0.00434066648077585,1365.67090195632
277.116,0.00432143288057436,1365.67791245358
277.11,0.0043149712373611,1365.68451635411
277.099,0.0165659407432401,1365.69048574631
277.084,0.0121501301634765,1365.69559271859
277.072,0.00715053838717704,1365.69960935935
277.063,0.00527956455212236,1365.70230775702
277.052,0.00463810890141883,1365.70346
277.048,0.00442148851592055,1365.70286154332
277.041,0.00434859849670594,1365.70040130855
277.033,0.00432409914424985,1365.69599158384
277.026,0.00431586732728897,1365.68954465739
277.024,0.00431310171048946,1365.68097281737
277.015,0.0474338014134601,1365.67018835197
277.01,0.0318957986331591,1365.65710354935
277.009,0.0143018356557176,1365.64163069769
277.004,0.00771770072632861,1365.62368208518
277.011,0.00546035723232779,1365.60317
277.012,0.00469805053144205,1365.58011203877
277.015,0.00444154284525356,1365.55494703191
277.016,0.0114924916616094,1365.52821911832
277.013,0.00967784255977753,1365.50047243685
277.014,0.00622069863951913,1365.4722511264
277.013,0.00495424547439691,1365.44409932583
277.013,0.00452713488795444,1365.41656117403
277.036,0.00438398978123046,1365.39018080988
277.045,0.00433597318711517,1365.36550237224
277.053,0.00431985351310428,1365.34307
277.056,0.209721336317246,1365.32332137161
277.055,0.145742434161429,1365.3062683238
277.063,0.055654450989631,1365.2918162329
277.057,0.021816301181408,1365.2798704752
277.057,0.305424108740808,1365.27033642704
277.074,0.22049201599339,1365.2631194647
277.07,0.0820859630932374,1365.25812496452
277.076,0.0307509221558523,1365.2552583028
277.092,0.0132120911243197,1365.25442485586
277.094,0.00730295623204516,1365.25553
277.095,0.00531665173323283,1365.2584473048
277.109,0.024089374185737,1365.26292311287
277.112,0.0168604876390352,1365.26867196009
277.112,0.00885352140379759,1365.27540838233
277.13,0.00585998245252646,1365.28284691546
277.136,0.00483383494210123,1365.29070209535
277.125,0.0044873189434046,1365.29868845787
277.122,0.00437072205848825,1365.30652053891
277.114,0.00433153152107334,1365.31391287433
277.131,0.00431836388612801,1365.32058
277.127,0.00431394044879007,1365.32631273919
277.124,0.00431245448402137,1365.3312070647
277.123,0.00431195502547711,1365.33543523673
277.131,0.00431178748838625,1365.33916951547
277.131,0.00431173126603638,1365.34258216113
277.132,0.00431171236015333,1365.3458454339
277.146,0.00431170578264544,1365.34913159398
277.139,0.00431170376895238,1365.35261290155
277.139,0.00431170291862187,1365.35646161683
277.14,0.00431170269272685,1365.36085
277.148,0.00431170269272685,1365.36591445845
277.146,0.00431170269272685,1365.37164798834
277.146,0.00431170269272685,1365.378007733
277.153,0.00431170269272685,1365.38495083577
277.15,0.00431170269272685,1365.39243444001
277.146,0.0158579319972283,1365.40041568904
277.155,0.01169756534424,1365.40885172621
277.161,0.00698664224632628,1365.41769969487
277.159,0.246954433948686,1365.42691673835
277.169,0.179419182385531,1365.43646
277.173,0.0673572184845537,1365.446252067
277.178,0.0256953059209393,1365.45607730195
277.181,0.0115050456595227,1365.46568551128
277.191,0.00672862928246181,1365.47482650143
277.194,0.00512362099749358,1365.48325007884
277.198,0.01990086397221,1365.49070604994
277.212,0.0142008912619475,1365.49694422117
277.226,0.00789086727395525,1365.50171439896
277.241,0.00553181589999505,1365.50476638976
277.262,0.0047231658295216,1365.50585
277.277,0.00445009650066655,1365.50478987353
277.292,0.00435821289521554,1365.50171000385
277.303,0.00432732873076081,1365.49680922187
277.323,0.0502323361846736,1365.49028635849
277.335,0.0360182343893442,1365.48234024464
277.347,0.0157243240757282,1365.47316971121
277.366,0.00818381986489288,1365.46297358912
277.381,0.0056144027535333,1365.45195070929
277.403,0.00474942033108091,1365.44029990261
277.425,0.0248413739531868,1365.42822
277.43,0.0173994042396234,1365.41590603887
277.436,0.00905038138174203,1365.40353788265
277.446,0.00592720726626866,1365.39129160125
277.47,0.0048565156781685,1365.3793432646
